d_codigo,d_asenta-D_mnpio
52400,"San Pedrito, Tenancingo"
52403,"El Chiflón, Tenancingo"
52403,"Shiperes, Tenancingo"
52403,"San Isidro, Tenancingo"
52410,"San Vicente, Tenancingo"
52410,"De Teotla, Tenancingo"
52410,"Capilla de Guadalupe, Tenancingo"
52410,"Morelos, Tenancingo"
52410,"San Diego, Tenancingo"
52410,"Del Calvario, Tenancingo"
52410,"El Carrizal, Tenancingo"
52410,"Rinconada Atotonilco (Atotonilco), Tenancingo"
52410,"Tierra Blanca, Tenancingo"
52410,"Capilla de los Remedios, Tenancingo"
52413,"San Antonio Agua Bendita, Tenancingo"
52414,"Santa Ana Ixtlahuatzingo (Santa Ana), Tenancingo"
52415,"La Ocotalera, Tenancingo"
52415,"La Compuerta, Tenancingo"
52415,"Rinconada Santa Teresa, Tenancingo"
52416,"Plan de San Martín, Tenancingo"
52416,"San Martín Coapaxtongo, Tenancingo"
52416,"Francisco Zarco, Tenancingo"
52416,"Los Morales, Tenancingo"
52416,"La Mesita, Tenancingo"
52420,"Chalchihuapan, Tenancingo"
52420,"San Juan Tetitlán, Tenancingo"
52420,"San Mateo, Tenancingo"
52420,"Guadalupita, Tenancingo"
52420,"San Ramón, Tenancingo"
52420,"14 de Marzo, Tenancingo"
52423,"San Gabriel Zepayautla, Tenancingo"
52423,"San Juan Xochiaca (Xochiaca), Tenancingo"
52424,"San Simonito, Tenancingo"
52425,"San Pedro Ejido Tecomatlán  (Ejido Tecomatlán), Tenancingo"
52425,"Tecomatlán (San Miguel Tecomatlán), Tenancingo"
52426,"Tepoxtepec, Tenancingo"
52427,"Guadalupe Victoria, Tenancingo"
52427,"Santa Cruz Xochiaca, Tenancingo"
52430,"San José el Cuartel, Tenancingo"
52430,"Ejido Ixpuichapan, Tenancingo"
52433,"San José Ixpuichiapan, Tenancingo"
52433,"Cruz Vidriada, Tenancingo"
52433,"Valle de Guadalupe, Tenancingo"
52433,"San José Tenería, Tenancingo"
52433,"Ejido de Tenería, Tenancingo"
52433,"Emiliano Zapata Ejido de Tenancingo, Tenancingo"
52434,"San José Chalmita, Tenancingo"
52435,"Tepetzingo, Tenancingo"
52435,"Terrenate, Tenancingo"
52435,"Ejército del Trabajo, Tenancingo"
52435,"Tepalcatepec, Tenancingo"
52435,"Santa Teresita Acatzingo, Tenancingo"
52435,"Emiliano Zapata Ejido Tepetzingo, Tenancingo"
52435,"San Francisco Tepetzingo, Tenancingo"
52435,"Acatzingo, Tenancingo"
52435,"Quetzalapa, Tenancingo"
52435,"La Lagunilla, Tenancingo"
52436,"Pueblo Nuevo, Tenancingo"
52436,"La Cienega, Tenancingo"
52436,"Las Casuarinas, Tenancingo"
52436,"El Salitre, Tenancingo"
52436,"La Trinidad, Tenancingo"
52437,"La Loma, Tenancingo"
52437,"Convento del Santo Desierto del Carmen, Tenancingo"
52437,"Lázaro Cárdenas Ixpuchiapan, Tenancingo"
52437,"El Carmen (El Desierto del Carmen), Tenancingo"
52437,"San Nicolás, Tenancingo"
52440,"Santa María, Malinalco"
52440,"San Martín, Malinalco"
52440,"Malinalco, Malinalco"
52440,"Campos San Martín, Malinalco"
52440,"San Guillermo, Malinalco"
52440,"Santa Mónica, Malinalco"
52440,"La Soledad, Malinalco"
52440,"San Pedro, Malinalco"
52440,"San Juan, Malinalco"
52443,"San Nicolás, Malinalco"
52443,"San Sebástian, Malinalco"
52443,"Jesús María, Malinalco"
52444,"San Simón el Alto, Malinalco"
52460,"San Isidro, Malinalco"
52460,"Chalma, Malinalco"
52460,"Tepolula, Malinalco"
52463,"Palmar de Guadalupe, Malinalco"
52463,"El Zapote, Malinalco"
52463,"Pachuquilla, Malinalco"
52464,"El Puentecito, Malinalco"
52464,"La Ladrillera, Malinalco"
52464,"Puente Caporal, Malinalco"
52464,"La Loma, Malinalco"
52465,"Amate Amarillo, Malinalco"
52465,"La Loma del Coporo, Malinalco"
52465,"La Huerta, Malinalco"
52465,"Jalmolonga, Malinalco"
52466,"La Joya Redonda, Malinalco"
52466,"Monte Grande, Malinalco"
52467,"Tepehuajes, Malinalco"
52467,"Palo Dulce, Malinalco"
52467,"Planta Alameda, Malinalco"
52470,"Noxtepec de Zaragoza, Malinalco"
52470,"Santa María Xoquiac, Malinalco"
52473,"El Platanar, Malinalco"
52473,"Chichicasco el Viejo, Malinalco"
52473,"San Pedro Chichicasco, Malinalco"
52476,"Juárez, Malinalco"
52477,"Hidalgo, Malinalco"
52477,"Aldama, Malinalco"
52477,"Guadalupe Victoria, Malinalco"
52477,"San Andrés Nicolás Bravo, Malinalco"
52477,"Emiliano Zapata, Malinalco"
52477,"La Angostura, Malinalco"
52480,"Santa María Tlacutapa, Ocuilan"
52480,"San Sebastían, Ocuilan"
52480,"Ocuilán de Arteaga, Ocuilan"
52483,"La Cañada, Ocuilan"
52483,"Chalmita, Ocuilan"
52484,"El Ahuehuete, Ocuilan"
52484,"La Haciendita, Ocuilan"
52484,"Tlecuilco, Ocuilan"
52484,"San Isidro Amola, Ocuilan"
52484,"La Ciénega, Ocuilan"
52484,"El Picacho, Ocuilan"
52484,"Reforma Agraria, Ocuilan"
52484,"Santa Cruz Tezontepec, Ocuilan"
52484,"Santa Mónica, Ocuilan"
52485,"La Esperanza, Ocuilan"
52486,"Cinco Caminos, Ocuilan"
52486,"Dr. Gustavo Baz, Ocuilan"
52487,"Coyoltepec, Ocuilan"
52490,"Plaza Nueva, Ocuilan"
52490,"Los Manantiales, Ocuilan"
52490,"La Lagunita, Ocuilan"
52493,"Ahuatenco, Ocuilan"
52493,"Tlatempa, Ocuilan"
52493,"Mexicapa, Ocuilan"
52493,"Ajuchitlán, Ocuilan"
52494,"La Pastoría, Ocuilan"
52494,"El Puente, Ocuilan"
52494,"Santa Ana, Ocuilan"
52494,"Tepetzingo, Ocuilan"
52494,"Las Trojes, Ocuilan"
52495,"Santa Martha, Ocuilan"
52495,"Lomas de Teocaltzingo, Ocuilan"
52495,"Santa María Nativitas, Ocuilan"
52495,"San Juan Atzingo, Ocuilan"
52495,"Santa Lucía, Ocuilan"
52496,"Zempoala, Ocuilan"
52496,"San José el Tótoc, Ocuilan"
52496,"El Capulín, Ocuilan"
52497,"Pueblo Nuevo, Ocuilan"
52497,"San Isidro, Ocuilan"
52497,"Valle de Guadalupe, Ocuilan"
52500,"Santa Cruz Atizapán, Atizapán"
52503,"Magisterial, Atizapán"
52504,"San José Tepotzoco (Tepotzoco), Atizapán"
52505,"El Tepiololco, Atizapán"
52506,"La Libertad, Atizapán"
52506,"La Remolacha, Atizapán"
52540,"Almoloya del Río, Almoloya del Río"
52540,"Loma Linda, Almoloya del Río"
52542,"La Puerta, Almoloya del Río"
52544,"Campesina-Emiliano Zapata, Almoloya del Río"
52570,"San Mateo Texcalyacac, Texcalyacac"
52570,"La Joya Maravillas, Texcalyacac"
52600,"Santiago Tianguistenco de Galeana, Tianguistenco"
52600,"Cipreses, Tianguistenco"
52600,"Izcalli, Tianguistenco"
52600,"Isidro Fabela, Tianguistenco"
52600,"Guadalupe Rhon de Hank, Tianguistenco"
52600,"San Cayetano, Tianguistenco"
52600,"20 de Noviembre, Tianguistenco"
52603,"Las Granjas (Barrio de Guadalupe), Tianguistenco"
52603,"Guadalupe Yancuictlalpan (Gualupita), Tianguistenco"
52604,"San Isidro, Tianguistenco"
52605,"Jardines de Santiago, Tianguistenco"
52605,"La Mora, Tianguistenco"
52607,"La Palma, Tianguistenco"
52613,"San José Mezapa Sección Dos, Tianguistenco"
52613,"San José Mezapa Sección Uno, Tianguistenco"
52614,"San Lorenzo Huehuetitlán, Tianguistenco"
52640,"San Pedro Tlaltizapan, Tianguistenco"
52640,"San Miguel, Tianguistenco"
52644,"El Buen Suceso, Tianguistenco"
52645,"Ex-hacienda de Atenco (Atenco), Tianguistenco"
52645,"San Isidro, Tianguistenco"
52646,"El Tejocote, Tianguistenco"
52650,"Santiago Tilapa, Tianguistenco"
52653,"Coamilpa de Juárez (El Colero), Tianguistenco"
52654,"San Felipe Mirasol (El Mirasol), Tianguistenco"
52656,"Santa Cruz de Bravo (Santa Cruz), Tianguistenco"
52656,"El Apilulco, Tianguistenco"
52656,"La Magdalena de los Reyes (La Magdalena), Tianguistenco"
52660,"San Nicolás Coatepec, Tianguistenco"
52663,"Tierra Colorada, Tianguistenco"
52664,"Tzitzicazapa, Tianguistenco"
52664,"Chiquixpac Sección Dos (Chiquilpa), Tianguistenco"
52664,"Pueblo Nuevo, Tianguistenco"
52664,"Techmalinali, Tianguistenco"
52664,"Techmaninalli, Tianguistenco"
52664,"Chiquixpac Sección Uno, Tianguistenco"
52665,"San Bartolo del Progreso (San Bartolo), Tianguistenco"
52665,"Campesina, Tianguistenco"
52665,"Tlacuitlapa, Tianguistenco"
52665,"Mumana-Átl, Tianguistenco"
52665,"La Lagunilla, Tianguistenco"
52665,"Metztitla, Tianguistenco"
52665,"Texoconalco (El Llano), Tianguistenco"
52666,"Tlacomulco, Tianguistenco"
52666,"Atlantlacpac, Tianguistenco"
52667,"Ocotenco, Tianguistenco"
52667,"Ahuatenco, Tianguistenco"
52667,"Tlaminca, Tianguistenco"
52680,"San Francisco, Xalatlaco"
52680,"San Agustín, Xalatlaco"
52680,"San Bartolo, Xalatlaco"
52680,"San Juan, Xalatlaco"
52680,"Xalatlaco, Xalatlaco"
52680,"Techichili, Xalatlaco"
52683,"Mezapa la Fábrica, Xalatlaco"
52683,"San Bartolito, Xalatlaco"
52683,"Coxto (Coschto), Xalatlaco"
52684,"Morelos, Xalatlaco"
52684,"Los Tejocotes, Xalatlaco"
52685,"Santa Fe Mezapa, Xalatlaco"
52686,"El Águila (La Mesa), Xalatlaco"
52686,"Cuixapa (Cuexapa), Xalatlaco"
52686,"El Yete, Xalatlaco"
52688,"San Juan Tomasquillo Herradura, Xalatlaco"
52688,"Cruz Larga, Xalatlaco"
52689,"Escalerillas (Barrio San Francisco), Xalatlaco"
52689,"El Potrero, Xalatlaco"
52690,"El Capulín, Xalatlaco"
52693,"Las Cocinas, Xalatlaco"
52693,"Jaras Verdes, Xalatlaco"
52700,"Centro, Capulhuac"
52710,"Lomas de San Juan, Capulhuac"
52710,"San Nicolás Tlazala, Capulhuac"
52710,"La Cruz, Capulhuac"
52710,"La Cuchillla, Capulhuac"
52710,"Los Sauces, Capulhuac"
52710,"San Miguel Almaya, Capulhuac"
52710,"Las Chinampas, Capulhuac"
52710,"Agua Blanca, Capulhuac"
52710,"San Juan Bautista, Capulhuac"
52713,"Guadalupe Victoria, Capulhuac"
52714,"Capetillo, Capulhuac"
52714,"La Lagunilla, Capulhuac"
52715,"Molino de San Cayetano, Capulhuac"
52720,"San Isidro, Capulhuac"
52723,"La Poza, Capulhuac"
52723,"Hueyutitla, Capulhuac"
52730,"San Miguelito, Capulhuac"
52733,"Santa María Coaxusco, Capulhuac"
52740,"Centro Ocoyoacac, Ocoyoacac"
52740,"Santa María, Ocoyoacac"
52740,"Ejido la Campana, Ocoyoacac"
52740,"Coapanoaya, Ocoyoacac"
52740,"San Miguel, Ocoyoacac"
52743,"El Portezuelo, Ocoyoacac"
52743,"Ortiz Rubio (Jajalpa), Ocoyoacac"
52743,"Ex-hacienda Jajalpa, Ocoyoacac"
52743,"El Peñon, Ocoyoacac"
52743,"Cañada Honda, Ocoyoacac"
52743,"La Conchita, Ocoyoacac"
52743,"Juárez (Los Chirinos), Ocoyoacac"
52743,"San Miguel (Pósito del Olivo), Ocoyoacac"
52743,"El Zarco (Las Truchas), Ocoyoacac"
52743,"La Marquesa, Ocoyoacac"
52743,"Río Hondito, Ocoyoacac"
52743,"El Bellotal, Ocoyoacac"
52750,"Loma Bonita, Ocoyoacac"
52750,"Texcalpa (Ex-hacienda Texcalpa), Ocoyoacac"
52753,"La Lomita, Ocoyoacac"
52753,"San Jerónimo Acazulco, Ocoyoacac"
52753,"Loma de los Esquiveles, Ocoyoacac"
52753,"Joquicingo, Ocoyoacac"
52753,"Valle del Silencio, Ocoyoacac"
52754,"San Isidro Tehualtepec, Ocoyoacac"
52754,"San Pedro Atlapulco, Ocoyoacac"
52754,"San Pedro, Ocoyoacac"
52754,"Cruz de la Misión, Ocoyoacac"
52755,"Tepexoyuca, Ocoyoacac"
52755,"Santiaguito, Ocoyoacac"
52755,"El Llano del Compromiso, Ocoyoacac"
52756,"Chimaliapan, Ocoyoacac"
52756,"Pedregal de Guadalupe Hidalgo, Ocoyoacac"
52756,"El Pirame, Ocoyoacac"
52756,"Puerta del Carmen, Ocoyoacac"
52756,"Guadalupe Victoria, Ocoyoacac"
52756,"Lázaro Cárdenas, Ocoyoacac"
52756,"Venustiano Carranza, Ocoyoacac"
52757,"Estación Maclovio Herrera, Ocoyoacac"
52757,"San Antonio el Llanito, Ocoyoacac"
52757,"San Antonio el Llanito, Ocoyoacac"
52757,"San Pedro Cholula, Ocoyoacac"
52760,"San Martín, Huixquilucan"
52760,"El Retiro, Huixquilucan"
52760,"San Melchor, Huixquilucan"
52760,"San Miguel, Huixquilucan"
52760,"San Ramón, Huixquilucan"
52760,"Santa María, Huixquilucan"
52760,"El Plan, Huixquilucan"
52760,"Huixquilucan de Degollado Centro, Huixquilucan"
52760,"San Juan Bautista, Huixquilucan"
52760,"El Cerrito, Huixquilucan"
52763,"Villa Florence, Huixquilucan"
52763,"Hacienda de las Palmas, Huixquilucan"
52764,"Jesús del Monte, Huixquilucan"
52764,"La Retama, Huixquilucan"
52765,"Industria Militar y Cove, Huixquilucan"
52765,"San Fernando, Huixquilucan"
52765,"San Fernando, Huixquilucan"
52765,"Esfuerzo Obrero, Huixquilucan"
52766,"San Jacinto, Huixquilucan"
52766,"Zacamulpa, Huixquilucan"
52766,"Santiago Yancuitlalpan, Huixquilucan"
52766,"El Mirasol, Huixquilucan"
52767,"Ignacio Allende, Huixquilucan"
52767,"El Xiguiro, Huixquilucan"
52767,"El Palacio, Huixquilucan"
52768,"San Juan Yautepec, Huixquilucan"
52769,"La Cima, Huixquilucan"
52769,"La Cañada, Huixquilucan"
52769,"Agua de Santo, Huixquilucan"
52770,"Paseos del Bosque, Huixquilucan"
52770,"Las Canteras, Huixquilucan"
52773,"La Magdalena Chichicaspa, Huixquilucan"
52773,"Del Rio, Huixquilucan"
52773,"La Capilla, Huixquilucan"
52773,"El Manzano, Huixquilucan"
52773,"El Escobal, Huixquilucan"
52773,"El Rayo, Huixquilucan"
52773,"La Manzana (La Rinconada), Huixquilucan"
52773,"Magdalena Chichicaspa (Las Campanitas), Huixquilucan"
52774,"Bosque Real, Huixquilucan"
52774,"El Arenal, Huixquilucan"
52774,"El Pedregal, Huixquilucan"
52775,"Tierra y Libertad, Huixquilucan"
52775,"Constituyentes de 1917, Huixquilucan"
52776,"La Unidad, Huixquilucan"
52776,"Loma del Carmen, Huixquilucan"
52777,"Federal Burocrática, Huixquilucan"
52777,"Paradice, Huixquilucan"
52777,"El Bosque, Huixquilucan"
52778,"Palo Solo, Huixquilucan"
52778,"Ampliación Palo Solo, Huixquilucan"
52779,"Green House, Huixquilucan"
52779,"Pirules, Huixquilucan"
52779,"Lomas Country Club, Huixquilucan"
52779,"Montón Cuarteles, Huixquilucan"
52780,"Lomas de Tecamachalco Sección Cumbres, Huixquilucan"
52780,"Lomas de Tecamachalco Sección Bosques I y II, Huixquilucan"
52783,"Rinconada de la Herradura, Huixquilucan"
52783,"Bosques de la Herradura, Huixquilucan"
52784,"La Herradura, Huixquilucan"
52784,"La Herradura Sección II, Huixquilucan"
52784,"La Herradura Sección III, Huixquilucan"
52784,"La Herradura Sección I, Huixquilucan"
52785,"Balcones de la Herradura, Huixquilucan"
52785,"Galardón, Huixquilucan"
52785,"Lomas de La Herradura, Huixquilucan"
52785,"Jardines de la Herradura, Huixquilucan"
52786,"Parques de la Herradura, Huixquilucan"
52786,"Lomas Anáhuac, Huixquilucan"
52786,"Magnocentro, Huixquilucan"
52787,"Palmas Altas, Huixquilucan"
52787,"Bosques de las Palmas, Huixquilucan"
52787,"Villa de las Lomas, Huixquilucan"
52787,"Interlomas, Huixquilucan"
52787,"Paseo de las Palmas, Huixquilucan"
52787,"Valle de las Palmas, Huixquilucan"
52788,"Frondoso Torres, Huixquilucan"
52788,"Conjunto Urbano El Bosque, Huixquilucan"
52788,"Lomas del Olivo, Huixquilucan"
52788,"Lomas de las Palmas, Huixquilucan"
52789,"Lomas del Sol, Huixquilucan"
52789,"El Olivo, Huixquilucan"
52790,"San Francisco Dos Ríos, Huixquilucan"
52790,"La Pera, Huixquilucan"
52793,"Trejo, Huixquilucan"
52793,"El Mirador, Huixquilucan"
52793,"San Bartolomé Coatepec, Huixquilucan"
52793,"El Obraje, Huixquilucan"
52794,"La Glorieta, Huixquilucan"
52794,"El Hielo, Huixquilucan"
52794,"El Guarda, Huixquilucan"
52795,"Santa Cruz Ayotuxco, Huixquilucan"
52795,"Canales, Huixquilucan"
52796,"San Cristóbal Texcalucan, Huixquilucan"
52797,"San José Huiloteapan, Huixquilucan"
52798,"Cerro de San Francisco, Huixquilucan"
52798,"San Francisco Ayotuxco, Huixquilucan"
52799,"El Laurel, Huixquilucan"
52799,"Piedra Grande, Huixquilucan"
52799,"Llano Grande, Huixquilucan"
52799,"Agua Bendita, Huixquilucan"
52799,"Agua Blanca, Huixquilucan"
52900,"Ciudad Adolfo López Mateos, Atizapán de Zaragoza"
52909,"Las Flores, Atizapán de Zaragoza"
52910,"Adolfo López Mateos, Atizapán de Zaragoza"
52910,"Adolfo López Mateos Ampliación I, Atizapán de Zaragoza"
52910,"Primero de Septiembre, Atizapán de Zaragoza"
52910,"Residencial San Mateo, Atizapán de Zaragoza"
52910,"Hogares de Atizapán, Atizapán de Zaragoza"
52910,"Adolfo López Mateos Ampliación II, Atizapán de Zaragoza"
52910,"Los Álamos, Atizapán de Zaragoza"
52915,"José María Morelos y Pavón, Atizapán de Zaragoza"
52915,"El Capulín, Atizapán de Zaragoza"
52915,"México 86, Atizapán de Zaragoza"
52915,"Villa de las Torres, Atizapán de Zaragoza"
52915,"El Mirador, Atizapán de Zaragoza"
52915,"Atizapán 2000, Atizapán de Zaragoza"
52916,"Conjunto Urbano Ex Hacienda del Pedregal, Atizapán de Zaragoza"
52916,"Loma de María Luisa, Atizapán de Zaragoza"
52916,"Los Olivos, Atizapán de Zaragoza"
52916,"El Túnel (Sección), Atizapán de Zaragoza"
52916,"Real del Pedregal, Atizapán de Zaragoza"
52918,"Villa de las Palmas Ampliación, Atizapán de Zaragoza"
52918,"Ex-Hacienda el Pedregal, Atizapán de Zaragoza"
52918,"Ampliación Emiliano Zapata I, Atizapán de Zaragoza"
52918,"Lomas de Monte María, Atizapán de Zaragoza"
52918,"Emiliano Zapata, Atizapán de Zaragoza"
52918,"Lomas de las Torres, Atizapán de Zaragoza"
52918,"Villa de las Palmas, Atizapán de Zaragoza"
52918,"Miraflores, Atizapán de Zaragoza"
52918,"Ampliación Emiliano Zapata II, Atizapán de Zaragoza"
52919,"Universidad Autonoma Metropolitana, Atizapán de Zaragoza"
52919,"Bosques de Primavera, Atizapán de Zaragoza"
52919,"Bosques de Ixtacala, Atizapán de Zaragoza"
52919,"Ampliación Bosques de Ixtacala, Atizapán de Zaragoza"
52919,"Revolución, Atizapán de Zaragoza"
52920,"Cerro Grande, Atizapán de Zaragoza"
52920,"San Antonio Pocitos, Atizapán de Zaragoza"
52920,"Peñitas I (Ampliación), Atizapán de Zaragoza"
52920,"Peñitas, Atizapán de Zaragoza"
52920,"Las Peñitas 3a Secc, Atizapán de Zaragoza"
52920,"San Mateo Tecoloapan, Atizapán de Zaragoza"
52923,"Villa Jardín, Atizapán de Zaragoza"
52924,"San José el Jaral I, Atizapán de Zaragoza"
52924,"San José el Jaral, Atizapán de Zaragoza"
52925,"Lomas de La Hacienda, Atizapán de Zaragoza"
52926,"Jardines de Monterrey, Atizapán de Zaragoza"
52926,"Villa San José, Atizapán de Zaragoza"
52926,"Margarita Maza de Juárez, Atizapán de Zaragoza"
52927,"El Cerrito, Atizapán de Zaragoza"
52927,"San Miguel Xochimanga, Atizapán de Zaragoza"
52928,"Capulín Ampliación, Atizapán de Zaragoza"
52928,"Ejidos San Miguel Chalma, Atizapán de Zaragoza"
52928,"Lomas de Tepalcapa, Atizapán de Zaragoza"
52928,"Lomas de San Miguel Sur, Atizapán de Zaragoza"
52928,"Prados de Ixtacala I, Atizapán de Zaragoza"
52928,"General Lázaro Cárdenas del Río, Atizapán de Zaragoza"
52928,"Lomas de Tepalcapa Ampliación, Atizapán de Zaragoza"
52928,"Prados de Ixtacala II, Atizapán de Zaragoza"
52928,"Lomas de San Miguel Norte, Atizapán de Zaragoza"
52928,"San Juan Ixtacala Plano Sur, Atizapán de Zaragoza"
52928,"El Campanario, Atizapán de Zaragoza"
52928,"San Juan Ixtacala Plano Norte, Atizapán de Zaragoza"
52929,"Hacienda de la Luz, Atizapán de Zaragoza"
52929,"Villas de la Hacienda, Atizapán de Zaragoza"
52929,"Tierra de en Medio, Atizapán de Zaragoza"
52930,"Bosque Esmeralda, Atizapán de Zaragoza"
52930,"Club de Golf Chiluca, Atizapán de Zaragoza"
52930,"Plazas del Condado, Atizapán de Zaragoza"
52930,"Residencial Campestre Chiluca, Atizapán de Zaragoza"
52930,"Lomas de Valle Escondido, Atizapán de Zaragoza"
52930,"Chiluca, Atizapán de Zaragoza"
52934,"Rancho Blanco, Atizapán de Zaragoza"
52934,"Espíritu Santo, Atizapán de Zaragoza"
52936,"La Estadía, Atizapán de Zaragoza"
52936,"Prado Largo, Atizapán de Zaragoza"
52937,"Club de Golf Valle Escondido, Atizapán de Zaragoza"
52937,"Viejo, Atizapán de Zaragoza"
52937,"Hacienda de Valle Escondido, Atizapán de Zaragoza"
52937,"Valle Escondido, Atizapán de Zaragoza"
52938,"Condado de Sayavedra, Atizapán de Zaragoza"
52938,"Rancho San Juan, Atizapán de Zaragoza"
52938,"Fincas de Sayavedra, Atizapán de Zaragoza"
52939,"Las Margaritas, Atizapán de Zaragoza"
52939,"Valle de México, Atizapán de Zaragoza"
52940,"Prof. Cristóbal Higuera Ampliación, Atizapán de Zaragoza"
52940,"Alfredo V. Bonfil, Atizapán de Zaragoza"
52940,"Luis Donaldo Colosio, Atizapán de Zaragoza"
52940,"Alfredo V Bonfil, Atizapán de Zaragoza"
52940,"Prof. Cristóbal Higuera, Atizapán de Zaragoza"
52945,"Rinconada de las Arboledas, Atizapán de Zaragoza"
52945,"Atizapán, Atizapán de Zaragoza"
52945,"Real de Atizapán, Atizapán de Zaragoza"
52945,"La Explanada, Atizapán de Zaragoza"
52945,"Vergel de Arboledas, Atizapán de Zaragoza"
52946,"San Juan Bosco, Atizapán de Zaragoza"
52947,"Lomas Lindas II Sección, Atizapán de Zaragoza"
52947,"Lomas Lindas I Sección, Atizapán de Zaragoza"
52948,"El Pedregal de Atizapán, Atizapán de Zaragoza"
52948,"Boulevares de Atizapán, Atizapán de Zaragoza"
52948,"La Cima, Atizapán de Zaragoza"
52948,"El Riachuelo, Atizapán de Zaragoza"
52948,"Central de Abastos, Atizapán de Zaragoza"
52949,"Sagitario I, Atizapán de Zaragoza"
52949,"Sagitario II, Atizapán de Zaragoza"
52949,"Las Águilas, Atizapán de Zaragoza"
52949,"Seis de Octubre, Atizapán de Zaragoza"
52950,"Las Arboledas, Atizapán de Zaragoza"
52953,"Torres de Atizapán VI, Atizapán de Zaragoza"
52953,"Las Colonias, Atizapán de Zaragoza"
52953,"Torres de Atizapán VIII, Atizapán de Zaragoza"
52953,"Ahuehuetes, Atizapán de Zaragoza"
52953,"Laureles, Atizapán de Zaragoza"
52956,"San Miguel, Atizapán de Zaragoza"
52957,"Mayorazgos del Bosque, Atizapán de Zaragoza"
52957,"Mayorazgos de la Concordia, Atizapán de Zaragoza"
52957,"Club Hípico San Miguel, Atizapán de Zaragoza"
52957,"Mayorazgos de los Gigantes, Atizapán de Zaragoza"
52958,"Los Clubes Metropolitanos, Atizapán de Zaragoza"
52959,"Club de Golf Hacienda, Atizapán de Zaragoza"
52960,"Barrio Norte, Atizapán de Zaragoza"
52965,"La Condesa, Atizapán de Zaragoza"
52965,"Unidad Urbana Zaragoza, Atizapán de Zaragoza"
52966,"27 de Septiembre, Atizapán de Zaragoza"
52966,"México Nuevo, Atizapán de Zaragoza"
52967,"Rinconada de Atizapán, Atizapán de Zaragoza"
52967,"Coporo, Atizapán de Zaragoza"
52967,"Bosques de Atizapán, Atizapán de Zaragoza"
52967,"Rincón de los Bosques, Atizapán de Zaragoza"
52968,"Fraccionamiento Industrial El Pedregal, Atizapán de Zaragoza"
52968,"Zona Industrial 1 (Prof. Cristóbal Higuera), Atizapán de Zaragoza"
52968,"Zona Industrial 2 (México Nuevo), Atizapán de Zaragoza"
52970,"La Ermita, Atizapán de Zaragoza"
52970,"Las Alamedas, Atizapán de Zaragoza"
52975,"El Potrero, Atizapán de Zaragoza"
52975,"Lomas de San Lorenzo, Atizapán de Zaragoza"
52975,"Rincón de la Montaña, Atizapán de Zaragoza"
52975,"Lomas de San Lorenzo Ampliación, Atizapán de Zaragoza"
52976,"Atizapán Moderno, Atizapán de Zaragoza"
52977,"Lomas de Atizapán, Atizapán de Zaragoza"
52977,"14 de Diciembre, Atizapán de Zaragoza"
52977,"Lomas de Atizapán II, Atizapán de Zaragoza"
52978,"Jardines de Atizapán, Atizapán de Zaragoza"
52978,"Las Acacias, Atizapán de Zaragoza"
52979,"Alborada, Atizapán de Zaragoza"
52979,"Paseos de México, Atizapán de Zaragoza"
52979,"Lázaro Cárdenas, Atizapán de Zaragoza"
52980,"Los Cajones, Atizapán de Zaragoza"
52980,"San Martín de Porres Ampliación, Atizapán de Zaragoza"
52980,"San Martín de Porres, Atizapán de Zaragoza"
52985,"La Nueva Era, Atizapán de Zaragoza"
52985,"La Cruz, Atizapán de Zaragoza"
52985,"Morelos, Atizapán de Zaragoza"
52985,"Lomas de Guadalupe, Atizapán de Zaragoza"
52985,"Rincón de la Charrería, Atizapán de Zaragoza"
52986,"Ignacio López Rayón, Atizapán de Zaragoza"
52987,"La Cañada, Atizapán de Zaragoza"
52987,"Capulín Monte Sol, Atizapán de Zaragoza"
52987,"Bosques de San Martín, Atizapán de Zaragoza"
52987,"Conjunto Habitacional Villa Sol, Atizapán de Zaragoza"
52987,"Lomas de Capistrano, Atizapán de Zaragoza"
52987,"Ex Ejido el Mosco, Atizapán de Zaragoza"
52987,"Demetrio Vallejo Ampliación, Atizapán de Zaragoza"
52987,"Demetrio Vallejo, Atizapán de Zaragoza"
52988,"Casitas Capistrano, Atizapán de Zaragoza"
52989,"Residencial Lago Esmeralda, Atizapán de Zaragoza"
52989,"Viejo Madín, Atizapán de Zaragoza"
52989,"Nuevo Madin, Atizapán de Zaragoza"
52990,"El Chaparral Ampliación, Atizapán de Zaragoza"
52990,"Calacoaya, Atizapán de Zaragoza"
52990,"El Chaparral, Atizapán de Zaragoza"
52994,"Lomas de Bellavista, Atizapán de Zaragoza"
52995,"Club de Golf Bellavista, Atizapán de Zaragoza"
52996,"Explanada Calacoaya, Atizapán de Zaragoza"
52996,"Calacoaya Residencial, Atizapán de Zaragoza"
52996,"Privada de Las Arboledas, Atizapán de Zaragoza"
52996,"Conjunto Taxco, Atizapán de Zaragoza"
52996,"Rincón Colonial, Atizapán de Zaragoza"
52996,"ISSEMYM, Atizapán de Zaragoza"
52996,"Privada las Huertas, Atizapán de Zaragoza"
52997,"El Calvario, Atizapán de Zaragoza"
52997,"Cinco de Mayo, Atizapán de Zaragoza"
52998,"Misión de la Presa, Atizapán de Zaragoza"
52998,"Fuentes de Satélite, Atizapán de Zaragoza"
52998,"Rancho Castro, Atizapán de Zaragoza"
52998,"Fuentes del Sol, Atizapán de Zaragoza"
